id_candidato,nombre_completo_limpio,sexo_genero,partido,cargo,entidad,eleccion,educacion,nivel_educativo_estandarizado,escala_educativa,educacion_significativa
9221522,José Lorenzo Rivera Sosa,M,PRI,Cámara de Diputados,Puebla,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9221532,Liliana Ivette Madrigal Méndez,F,PRI,Cámara de Diputados,Tabasco,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9221583,Jesús Salvador Minor Mora,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9221589,Socorro Irma Andazola Gómez,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9221591,Mario Ismael Moreno Gil,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Arquitectura y Diseño,LICENCIATURA,5,2
9221595,Erik Isaac Morales Elvira,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9221603,Carlos Enrique Martínez Aké,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9221617,Zoé Alejandro Robledo Aburto,M,MORENA,Cámara de Diputados,Chiapas,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9221863,Minerva Citlalli Hernández Mora,F,MORENA,Cámara de Diputados,Ciudad de México,Mayoría Relativa,Comunicación,LICENCIATURA,5,2
9221871,Gricelda Valencia de la Mora,F,MORENA,Cámara de Diputados,Colima,Mayoría Relativa,Ciencias de la Educación,ESCOLARIDAD_NO_ESPECIFICADA,NA,NA
9221873,Senador Alejandro González Yáñez,M,PT,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9221875,Lilia Margarita Valdez Martínez,F,MORENA,Cámara de Diputados,Durango,Mayoría Relativa,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9221909,Susana Harp Iturribarría,F,MORENA,Cámara de Diputados,Oaxaca,Mayoría Relativa,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9221925,Senador Primo Dothé Mata,M,MORENA,Cámara de Diputados,San Luis Potosí,Primera Minoría,Ingeniería,LICENCIATURA,5,2
9221936,Senador Arturo Bours Griffith,M,MORENA,Cámara de Diputados,Sonora,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9221940,Senador Ovidio Salvador Peralta Suárez,M,MORENA,Cámara de Diputados,Tabasco,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9221950,Gloria Sánchez Hernández,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9222037,Senador Héctor Enrique Vasconcelos y Cruz,M,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9222038,Olga María del Carmen Sánchez Cordero Dávila,F,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Derecho,LICENCIATURA,5,2
9222062,Patricia Terrazas Baca,F,PAN,Cámara de Diputados,NA,Representación Proporcional,Derecho,LICENCIATURA,5,2
9222084,Jacquelina Martínez Juárez,F,PAN,Cámara de Diputados,Zacatecas,Representación Proporcional,Comunicación,LICENCIATURA,5,2
9222108,Cecilia Anunciación Patrón Laviada,F,PAN,Cámara de Diputados,NA,Representación Proporcional,Comunicación,LICENCIATURA,5,2
9222110,Carlos Alberto Valenzuela González,M,PAN,Cámara de Diputados,NA,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9222112,Antonia Natividad Díaz Jiménez,F,PAN,Cámara de Diputados,NA,Representación Proporcional,Administración y Contaduría,LICENCIATURA,5,2
9222114,Carlos Alberto Morales Vázquez,M,SIN PARTIDO,Cámara de Diputados,NA,Representación Proporcional,Arquitectura y Diseño,LICENCIATURA,5,2
9222116,María del Rosario Guzmán Avilés,F,PAN,Cámara de Diputados,Veracruz,Representación Proporcional,Ingeniería,LICENCIATURA,5,2
9222118,José del Carmen Gómez Quej,M,PAN,Cámara de Diputados,NA,Representación Proporcional,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9222132,Marco Antonio Adame Castillo,M,PAN,Cámara de Diputados,Morelos,Representación Proporcional,Administración y Contaduría,LICENCIATURA,5,2
9222136,Carlos Carreón Mejía,M,PAN,Cámara de Diputados,NA,Representación Proporcional,Otra,NO_ESPECIFICADO,NA,NA
9222140,Oscar Daniel Martínez Terrazas,M,PAN,Cámara de Diputados,NA,Representación Proporcional,Administración y Contaduría,LICENCIATURA,5,2
9222144,Iván Arturo Rodríguez Rivera,M,PAN,Cámara de Diputados,NA,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9222232,Pablo Guillermo Angulo Briceño,M,PRI,Cámara de Diputados,NA,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9222309,Silvano Garay Ulloa,M,PT,Cámara de Diputados,San Luis Potosí,Representación Proporcional,Derecho,LICENCIATURA,5,2
9222312,Reginaldo Sandoval Flores,M,PT,Cámara de Diputados,Zacatecas,Representación Proporcional,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9222324,Antonio Ortega Martínez,M,PRD,Cámara de Diputados,NA,Representación Proporcional,Ingeniería,LICENCIATURA,5,2
9222346,Carmen Julieta Macías Rábago,F,MC,Cámara de Diputados,NA,Representación Proporcional,Comunicación,LICENCIATURA,5,2
9222384,Jorge Alcibíades García Lara,M,MC,Cámara de Diputados,Baja California,Representación Proporcional,Derecho,LICENCIATURA,5,2
9222401,María del Pilar Lozano Mac Donald,F,MC,Cámara de Diputados,NA,Representación Proporcional,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9222410,Dulce María Méndez de la Luz Dauzón,F,MC,Cámara de Diputados,NA,Representación Proporcional,Comunicación,LICENCIATURA,5,2
9222433,Zulma Espinoza Mata,F,PVEM,Cámara de Diputados,NA,Representación Proporcional,Derecho,LICENCIATURA,5,2
9222481,María del Carmen Almeida Navarro,F,MORENA,Cámara de Diputados,NA,Representación Proporcional,Comunicación,LICENCIATURA,5,2
9222490,Sebastián Aguilera Brenes,M,MORENA,Cámara de Diputados,NA,Representación Proporcional,Derecho,LICENCIATURA,5,2
9222492,Oscar Rafael Novella Macías,M,MORENA,Cámara de Diputados,Zacatecas,Representación Proporcional,Ciencias de la Educación,ESCOLARIDAD_NO_ESPECIFICADA,NA,NA
9222518,Beatriz Dominga Pérez López,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9222520,Manuel Gómez Ventura,M,MORENA,Cámara de Diputados,Tabasco,Representación Proporcional,Administración y Contaduría,LICENCIATURA,5,2
9222524,María Beatriz López Chávez,F,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9222532,Brenda Espinoza López,F,MORENA,Cámara de Diputados,NA,Representación Proporcional,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9222536,Leticia Díaz Aguilar,F,MORENA,Cámara de Diputados,NA,Representación Proporcional,Derecho,LICENCIATURA,5,2
9222554,Hirepan Maya Martínez,M,MORENA,Cámara de Diputados,Michoacán,Representación Proporcional,NA,NO_ESPECIFICADO,NA,NA
9222564,Lidia García Anaya,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9222565,María Marivel Solís Barrera,F,MORENA,Cámara de Diputados,NA,Representación Proporcional,Ingeniería,LICENCIATURA,5,2
9222606,Martha Elisa González Estrada,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9222646,Evaristo Lenin Pérez Rivera,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Comunicación,LICENCIATURA,5,2
9222682,Ma. de los Ángeles Ayala Díaz,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9222706,Sergio Fernando Ascencio Barba,M,PAN,Cámara de Diputados,NA,Mayoría Relativa,Otra,NO_ESPECIFICADO,NA,NA
9222709,Luis Enrique Vargas Díaz,M,MC,Cámara de Diputados,Jalisco,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9222710,Martha Estela Romo Cuéllar,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9222726,Geraldina Isabel Herrera Vega,F,MC,Cámara de Diputados,NA,Mayoría Relativa,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9222728,Kehila Abigail Ku Escalante,F,MC,Cámara de Diputados,NA,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9222742,Mónica Almeida López,F,PRD,Cámara de Diputados,NA,Mayoría Relativa,Otra,NO_ESPECIFICADO,NA,NA
9222744,Alberto Esquer Gutiérrez,M,MC,Cámara de Diputados,Jalisco,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9222774,José Guadalupe Aguilera Rojas,M,PRD,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9222864,Josefina Salazar Báez,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9222971,Miguel Ángel Jáuregui Montes de Oca,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9222987,Rocío Barrera Badillo,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223005,Ana Karina Rojo Pimentel,F,PT,Cámara de Diputados,Distrito Federal,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9223017,Alma Marina Vitela Rodríguez,F,MORENA,Cámara de Diputados,Durango,Mayoría Relativa,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9223025,Víctor Adolfo Mojica Wences,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9223027,Araceli Ocampo Manzanares,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223031,Abelina López Rodríguez,F,MORENA,Cámara de Diputados,Oaxaca,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223033,Javier Manzano Salazar,M,MORENA,Cámara de Diputados,Guerrero,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9223045,Cipriano Charrez Pedraza,M,MORENA,Cámara de Diputados,Hidalgo,Mayoría Relativa,Ciencias,NO_ESPECIFICADO,NA,NA
9223071,Gustavo Contreras Montes,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9223077,María Eugenia Hernández Pérez,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9223083,Claudia Angélica Domínguez Vázquez,F,PT,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223097,Graciela Sánchez Ortiz,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9223107,Esmeralda de los Angeles Moreno Medina,F,PES,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223111,Roberto Ángel Domínguez Rodríguez,M,MORENA,Cámara de Diputados,México,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223113,Martha Robles Ortiz,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9223151,Gonzalo Herrera Pérez,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9223169,Jorge Arturo Argüelles Victorero,M,PES,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223179,Irineo Molina Espinoza,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Otra,NO_ESPECIFICADO,NA,NA
9223203,Claudia Báez Ruiz,F,PES,Cámara de Diputados,NA,Mayoría Relativa,Comunicación,LICENCIATURA,5,2
9223207,Lizeth Sánchez García,F,PT,Cámara de Diputados,Tlaxcala,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9223211,Edgar Guzmán Valdéz,M,PES,Cámara de Diputados,NA,Mayoría Relativa,Humanidades,NO_ESPECIFICADO,NA,NA
9223217,Nayeli Salvatori Bojalil,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Comunicación,LICENCIATURA,5,2
9223219,Benjamín Saúl Huerta Corona,M,SIN PARTIDO,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223225,Nelly Maceda Carrera,F,PT,Cámara de Diputados,NA,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9223227,Alejandro Barroso Chávez,M,PT,Cámara de Diputados,NA,Mayoría Relativa,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9223235,Jesús de los Ángeles Pool Moo,M,PRD,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223243,José Ricardo Delsol Estrada,M,MORENA,Cámara de Diputados,San Luis Potosí,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9223254,Carlos Iván Ayala Bobadilla,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ingeniería,LICENCIATURA,5,2
9223317,María Bertha Espinoza Segura,F,MORENA,Cámara de Diputados,Veracruz,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9223343,Juan Martínez Flores,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9223359,Samuel Herrera Chávez,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9223565,Cruz Juvenal Roa Sánchez,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223733,Senador Manuel Velasco Coello,M,PVEM,Cámara de Diputados,Chiapas,Representación Proporcional,Derecho,LICENCIATURA,5,2
9223735,María Esther Mejía Cruz,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9223749,Laura Imelda Pérez Segura,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Psicología,NO_ESPECIFICADO,NA,NA
9223753,María Guillermina Alvarado Moreno,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9223755,José Luis García Duque,M,PT,Cámara de Diputados,NA,Mayoría Relativa,Administración y Contaduría,LICENCIATURA,5,2
9223787,Alberto Villa Villegas,M,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Administración y Contaduría,LICENCIATURA,5,2
9223791,Juan Carlos Loera de la Rosa,M,MORENA,Cámara de Diputados,Chihuahua,Representación Proporcional,Ingeniería,LICENCIATURA,5,2
9223793,Katia Alejandra Castillo Lozano,F,MORENA,Cámara de Diputados,Jalisco,Representación Proporcional,Otra,NO_ESPECIFICADO,NA,NA
9223801,Cuauhtli Fernando Badillo Moreno,M,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Administración y Contaduría,LICENCIATURA,5,2
9223807,Luis Javier Alegre Salazar,M,MORENA,Cámara de Diputados,NA,Representación Proporcional,Ingeniería,LICENCIATURA,5,2
9223821,Ediltrudis Rodríguez Arellano,F,MORENA,Cámara de Diputados,Tabasco,Representación Proporcional,Ciencias de la Educación,ESCOLARIDAD_NO_ESPECIFICADA,NA,NA
9223825,Dorheny García Cayetano,F,MORENA,Cámara de Diputados,NA,Representación Proporcional,Derecho,LICENCIATURA,5,2
9223839,Lucía Flores Olivo,F,MORENA,Cámara de Diputados,NA,Representación Proporcional,Administración y Contaduría,LICENCIATURA,5,2
9223841,Agustín Reynaldo Huerta González,M,MORENA,Cámara de Diputados,NA,Representación Proporcional,Ingeniería,LICENCIATURA,5,2
9223851,Agustín García Rubio,M,MORENA,Cámara de Diputados,NA,Representación Proporcional,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9223865,Indira Vizcaíno Silva,F,MORENA,Cámara de Diputados,Colima,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223888,Vicente Alberto Onofre Vázquez,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9223892,Lorena Cuéllar Cisneros,F,MORENA,Cámara de Diputados,Tlaxcala,Mayoría Relativa,Ciencias de la Educación,ESCOLARIDAD_NO_ESPECIFICADA,NA,NA
9223894,Limbert Iván de Jesús Interian Gallegos,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9223897,Francisco Javier Huacus Esquivel,M,PT,Cámara de Diputados,NA,Mayoría Relativa,Ciencias de la Educación,ESCOLARIDAD_NO_ESPECIFICADA,NA,NA
9223911,Senador Gabriel García Hernández,M,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Económico-Financiera,NO_ESPECIFICADO,NA,NA
9223912,Senador José Alejandro Peña Villa,M,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9227172,Senador José Alejandro Peña Villa,M,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9227190,Noel Mata Atilano,M,PAN,Cámara de Diputados,NA,Mayoría Relativa,Valuación,NO_ESPECIFICADO,NA,NA
9227202,Evangelina Moreno Guerra,F,MORENA,Cámara de Diputados,Baja California,Mayoría Relativa,Hotelería y Gastronomía,NO_ESPECIFICADO,NA,NA
9227244,Reynel Rodríguez Muñoz,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227282,María del Carmen Fernández Benavente,F,PVEM,Cámara de Diputados,Chiapas,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227294,Laura Patricia Contreras Duarte,F,PAN,Cámara de Diputados,Chihuahua,Mayoría Relativa,Administración Pública,LICENCIATURA,5,2
9227302,Cristina Amezcua González,F,PRI,Cámara de Diputados,Coahuila,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227312,Riult Rivera Gutiérrez,M,PAN,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227319,Rene Galindo Bustamante,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227328,Ana María Esquivel Arrona,F,PAN,Cámara de Diputados,Guanajuato,Mayoría Relativa,Planeación y Gerencia Social,NO_ESPECIFICADO,NA,NA
9227334,Pedro David Ortega Fonseca,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227341,Claudia Gabriela Olvera Higuera,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Administración de Empresas,LICENCIATURA,5,2
9227343,Carlos López Guadarrama,M,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Educación Media en el Área de Ciencias Naturales,BACHILLERATO,3,1
9227354,Taygete Irisay Rodríguez González,F,MC,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227365,Horacio Fernández Castillo,M,MC,Cámara de Diputados,NA,Mayoría Relativa,Ingeniería Industrial,LICENCIATURA,5,2
9227379,José Guadalupe Buenrostro Martínez,M,PVEM,Cámara de Diputados,Jalisco,Mayoría Relativa,Administración Pública,LICENCIATURA,5,2
9227382,Luz Adriana Candelario Figueroa,F,MORENA,Cámara de Diputados,Jalisco,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227390,María Teresa Castell de Oro Palacios,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Otra,NO_ESPECIFICADO,NA,NA
9227409,Enrique Godínez del Río,M,PAN,Cámara de Diputados,NA,Mayoría Relativa,Administración de Empresas,LICENCIATURA,5,2
9227411,Berenice Juárez Navarrete,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Otra,NO_ESPECIFICADO,NA,NA
9227431,Jorge Armando Ortiz Rodríguez,M,PT,Cámara de Diputados,Nayarit,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227443,Andrés Pintos Caballero,M,MC,Cámara de Diputados,Guerrero,Mayoría Relativa,Contaduría Pública,NO_ESPECIFICADO,NA,NA
9227466,Marco Antonio Natale Gutiérrez,M,PVEM,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227472,Esther Martínez Romano,F,PT,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227497,Marcia Solorzano Gallego,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227515,Juan Manuel Navarro Muñiz,M,PVEM,Cámara de Diputados,San Luis Potosí,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227541,Judith Celina Tanori Córdova,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Química,NO_ESPECIFICADO,NA,NA
9227547,Ismael Saúl Plankarte Rivera,M,MORENA,Cámara de Diputados,Tabasco,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227553,Janicie Contreras García,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Ciencias de lo Fiscal,NO_ESPECIFICADO,NA,NA
9227567,Rocío Alexis Gamiño García,F,SIN PARTIDO,Cámara de Diputados,NA,Mayoría Relativa,Arquitectura,LICENCIATURA,5,2
9227569,Georgina Gómez Madrigal,F,PAN,Cámara de Diputados,Ciudad de México,Mayoría Relativa,Administración,LICENCIATURA,5,2
9227576,Olimpia Tamara Girón Hernández,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227592,María del Rocío Banquells Núñez,F,MC,Cámara de Diputados,Nuevo León,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227598,Lidia Pérez Bárcenas,F,MORENA,Cámara de Diputados,NA,Mayoría Relativa,Trabajo Social,NO_ESPECIFICADO,NA,NA
9227619,Bennelly Jocabeth Hernández Ruedas,F,MORENA,Cámara de Diputados,Zacatecas,Mayoría Relativa,Administración Pública,LICENCIATURA,5,2
9227628,Marisela Garduño Garduño,F,PT,Cámara de Diputados,NA,Mayoría Relativa,Derecho,LICENCIATURA,5,2
9227661,Norma Graciela Treviño Badillo,F,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,NA,NO_ESPECIFICADO,NA,NA
9227688,Paulina Rubio Fernández,F,PAN,Cámara de Diputados,San Luis Potosí,Representación Proporcional,Derecho Constitucional y Amparo,LICENCIATURA,5,2
9227702,Paloma Sánchez Ramos,F,PRI,Cámara de Diputados,NA,Representación Proporcional,Gobierno y Políticas Públicas,NO_ESPECIFICADO,NA,NA
9227706,Nelida Ivonne Sabrina Díaz Tejeda,F,PRI,Cámara de Diputados,Jalisco,Representación Proporcional,Derecho,LICENCIATURA,5,2
9227714,Luis Arturo González Cruz,M,PVEM,Cámara de Diputados,NA,Representación Proporcional,Administración de Empresas,LICENCIATURA,5,2
9227716,Celeste Sánchez Romero,F,PT,Cámara de Diputados,Durango,Representación Proporcional,Ciencias de la Salud,NO_ESPECIFICADO,NA,NA
9227722,María Elena Limón García,F,MC,Cámara de Diputados,Jalisco,Representación Proporcional,NA,NO_ESPECIFICADO,NA,NA
9227732,Rubén Gregorio Muñoz Álvarez,M,MORENA,Cámara de Diputados,NA,Representación Proporcional,Ciencias Políticas y Administración Pública,LICENCIATURA,5,2
9227736,Héctor Armando Cabada Alvidrez,M,MORENA,Cámara de Diputados,Chihuahua,Representación Proporcional,NA,NO_ESPECIFICADO,NA,NA
9227768,Román Cifuentes Negrete,M,PAN,Cámara de Diputados,NA,Representación Proporcional,Ciencias Jurídico Penales,NO_ESPECIFICADO,NA,NA
9227789,Fuensanta Guadalupe Guerrero Esquivel,F,PRI,Cámara de Diputados,Zacatecas,Representación Proporcional,Ciencias Políticas y Administración Pública,LICENCIATURA,5,2
9227809,Agustín Carlos Basave Alanís,M,MC,Cámara de Diputados,Nuevo León,Representación Proporcional,Ciencias Políticas y Sociales,NO_ESPECIFICADO,NA,NA
9227813,Arturo Bonifacio de la Garza Garza,M,MC,Cámara de Diputados,NA,Representación Proporcional,Derecho y Ciencias Sociales,LICENCIATURA,5,2
9227819,Martha Barajas García,F,MORENA,Cámara de Diputados,San Luis Potosí,Representación Proporcional,Educación,ESCOLARIDAD_NO_ESPECIFICADA,NA,NA
9227833,Karla Estrella Diaz García,F,MORENA,Cámara de Diputados,Nuevo León,Representación Proporcional,Ciencias Forestales,NO_ESPECIFICADO,NA,NA
9227835,María del Carmen Escudero Fabre,F,PAN,Cámara de Diputados,Veracruz,Representación Proporcional,Ciencias de la Comunicación,LICENCIATURA,5,2
9227843,Karla Verónica González Cruz,F,PAN,Cámara de Diputados,Veracruz,Representación Proporcional,Biología,NO_ESPECIFICADO,NA,NA
9227849,Lorena Piñón Rivera,F,PRI,Cámara de Diputados,Veracruz,Representación Proporcional,NA,NO_ESPECIFICADO,NA,NA
9227855,Pedro Armentía López,M,MC,Cámara de Diputados,NA,Representación Proporcional,Finanzas y Dirección,NO_ESPECIFICADO,NA,NA
9227857,Olga Luz Espinosa Morales,F,PRD,Cámara de Diputados,NA,Representación Proporcional,Ciencias Penales,NO_ESPECIFICADO,NA,NA
9227860,Jesús Alberto Velázquez Flores,M,PRD,Cámara de Diputados,Veracruz,Representación Proporcional,Derecho Procesal,LICENCIATURA,5,2
9227875,Rosa María Alvarado Murguía,F,MORENA,Cámara de Diputados,Veracruz,Representación Proporcional,NA,NO_ESPECIFICADO,NA,NA
9227887,Rosalinda Domínguez Flores,F,MORENA,Cámara de Diputados,Oaxaca,Representación Proporcional,Informática,NO_ESPECIFICADO,NA,NA
9227892,Mario Alberto Torres Escudero,M,MORENA,Cámara de Diputados,Veracruz,Representación Proporcional,Administración de Empresas,LICENCIATURA,5,2
9227901,Angélica Ivonne Cisneros Lujan,F,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Administración Área Personal,LICENCIATURA,5,2
9227907,Jorge Ángel Sibaja Mendoza,M,MORENA,Cámara de Diputados,NA,Representación Proporcional,Educación Preescolar,ESCOLARIDAD_NO_ESPECIFICADA,NA,NA
9227926,Eduardo Enrique Murat Hinojosa,M,PRI,Cámara de Diputados,NA,Representación Proporcional,Administración de Empresas,LICENCIATURA,5,2
9227929,Lázaro Cuauhtémoc Jiménez Aquino,M,PRI,Cámara de Diputados,NA,Representación Proporcional,Ciencias Políticas,NO_ESPECIFICADO,NA,NA
9227936,Alan Eduardo Rodríguez Gómez,M,PRD,Cámara de Diputados,Ciudad de México,Representación Proporcional,Ciencias Políticas y Administración Pública,LICENCIATURA,5,2
9227937,Elizabeth Pérez Valdez,F,PRD,Cámara de Diputados,Ciudad de México,Representación Proporcional,Derecho,LICENCIATURA,5,2
9227942,Javier Joaquín López Casarín,M,PVEM,Cámara de Diputados,NA,Representación Proporcional,Derecho,LICENCIATURA,5,2
9227946,Pedro Vázquez González,M,PT,Cámara de Diputados,Durango,Representación Proporcional,Derecho,LICENCIATURA,5,2
9227951,Vania Roxana Ávila García,F,MC,Cámara de Diputados,Distrito Federal,Representación Proporcional,Ciencias Políticas y Administración Pública,LICENCIATURA,5,2
